,cleaned_cs,changing topics,making a joke,quoting,borrowing,translations,giving a command,using a filler,exasperation,happiness,proper nouns,surprise,bert_ready
656,"*IRI:it has er (.) er stinging nettle . _*JAM:read all of them . _*JAM:o_k@s:eng&spa man read it ! _*IRI:<that's the> [/] ah@s:eng&spa that's the Chinese . _*IRI:the <ching chang chong chong> [""] . _*JAM:y qué es esto ? _",1,0,0,0,0,0,0,0,0,0,0,it has er er stinging nettle read all of them ok man read it that's the ah that's the Chinese the ching chang chong chong y qué es esto
657,*JAM:with what ? _*IRI:yeah . _*JAM:a P_M_S@s:eng&spa lollipop ? _*IRI:(be)cause me@s:spa gusta@s:spa el@s:spa dulce@s:spa . _*JAM:kosher [?] . _*IRI:&n &s Dong_Quai@s:eng&spa +/. _,1,0,0,1,0,0,0,0,0,0,0,with what yeah a PMS lollipop because me gusta el dulce kosher n s Dong Quai
658,*JAM:no but ah@s:eng&spa +/. _*IRI:yeah this is all natural . _*JAM:the natural one ? _*IRI:ah@s:eng&spa tú@s:spa solo@s:spa ? _*IRI:no@s:spa no@s:spa no@s:spa no@s:spa no@s:spa . _,1,0,0,0,0,0,0,0,0,0,0,no but ah yeah this is all natural the natural one ah tú solo no no no no no
659,*JAM:in Chile@s:eng&spa . _*IRI:yeah . _*IRI:+< xxx . _*IRI:[- spa] sí eso mismo . _*IRI:[- spa] esa mismo es . _,1,0,0,0,0,0,1,0,0,1,0,in Chile yeah sí eso mismo esa mismo es
660,*IRI:[- spa] sí eso mismo . _*IRI:+< aha@s:eng&spa . _*IRI:+< &=grunt . _*JAM:recently discover I don't know but um the fact is that er (.) might be ah@s:eng&spa (.) the (.) next big thing (.) to replace sugar or xxx . _*IRI:[- spa] <yo sé> [/] yo sé todo eso . _*JAM:+< [- spa] pero es muy cara . _,1,0,0,0,0,0,0,0,0,0,0,sí eso mismo aha recently discover I don't know but um the fact is that er might be ah the next big thing to replace sugar or yo sé yo sé todo eso pero es muy cara
661,"*JAM:+, [- spa] que tú las coges . _*JAM:[- spa] son unas hojitas dulces . _*JAM:[- spa] y te las metes en la boca y te endulzan . _*IRI:sí@s:spa yeah . _*JAM:[- spa] xxx endulzan natural y rico . _",0,0,0,0,0,0,1,0,0,0,0,que tú las coges son unas hojitas dulces y te las metes en la boca y te endulzan sí yeah endulzan natural y rico
662,*JAM:[- spa] xxx endulzan natural y rico . _*IRI:sí@s:spa yeah . _*JAM:[- spa] y te las metes en la boca y te endulzan . _*IRI:+< [- spa] es(o) [/] es(o) [/] eso es esto mismo . _*JAM:um . _*IRI:stevia leaf <eso@s:spa es@s:spa> [//] esto@s:spa es@s:spa +/. _,0,0,0,1,0,0,1,0,0,0,0,endulzan natural y rico sí yeah y te las metes en la boca y te endulzan eso eso eso es esto mismo um stevia leaf eso es esto es
663,*IRI:Ayurdeva@s:eng&spa [* Ayurveda@s:eng&spa] . _*IRI:yeah@s:spa eso@s:spa [/] eso@s:spa mismo@s:spa ! _*JAM:+< Ayurdeva@s:eng&spa [* Ayurveda@s:eng&spa] . _*JAM:you know that I used to be a Hare_Krishna@s:eng&spa ? _*IRI:yes you told me . _*JAM:and I used to be a (.) lot of things . _,1,0,0,0,0,0,1,0,0,1,0,Ayurdeva Ayurveda yeah eso eso mismo Ayurdeva Ayurveda you know that I used to be a Hare Krishna yes you told me and I used to be a lot of things
664,*JAM:oh@s:eng&spa the list is huge . _*IRI:so let's [/] let's count them down . _*JAM:and I used to be a (.) lot of things . _*JAM:um you might not know about some of them like er (.) espiritismo@s:spa . _*IRI:[- spa] pues claro sí yo sé [/] sé de eso . _,1,0,0,1,0,0,0,0,0,0,0,oh the list is huge so let's let's count them down and I used to be a lot of things um you might not know about some of them like er espiritismo pues claro sí yo sé sé de eso
665,*IRI:+< the [//] the chakras@s:eng&spa . _*JAM:+< just <some way to> [?] relax and get in touch [?] with <a um> [?] (.) spirit (.) that eh@s:eng&spa (.) has some wisdom . _*IRI:+< no@s:spa no@s:spa no@s:spa yo@s:spa sé@s:spa the New_Age@s:eng&spa cuando@s:spa [///] así@s:spa que@s:spa tú@s:spa sabes@s:spa xxx +/. _*IRI:aha@s:eng&spa . _*JAM:depends on the medium . _*IRI:aha@s:eng&spa . _,1,0,0,0,0,0,1,0,0,1,0,the the chakras just some way to relax and get in touch with a um spirit that eh has some wisdom no no no yo sé the New Age cuando así que tú sabes aha depends on the medium aha
666,*JAM:how do you say that in English ? _*IRI:mmhm . _*JAM:so in that group I [/] I happened to (.) learn about the real espiritismo@s:spa . _*IRI:eso@s:spa es@s:spa New_Age@s:eng&spa . _*JAM:[- spa] eso es lo que llaman espiritismo en español o ciencia espírita . _,1,0,0,1,0,0,0,0,0,1,0,how do you say that in English mmhm so in that group I I happened to learn about the real espiritismo eso es New Age eso es lo que llaman espiritismo en español o ciencia espírita
667,*JAM:[- spa] pero [/] pero fueron esos tres básicamente . _*JAM:eh@s:eng&spa (..) y@s:spa el@s:spa otro@s:spa cambio@s:spa de@s:spa nombre@s:spa después@s:spa . _*IRI:ajá@s:spa . _*JAM:eh@s:eng&spa and I was looking for eh@s:eng&spa (..) ah@s:eng&spa third type encounters . _*JAM:how you call those ? _,1,0,0,0,0,0,1,0,0,0,0,pero pero fueron esos tres básicamente eh y el otro cambio de nombre después ajá eh and I was looking for eh ah third type encounters how you call those
668,*JAM:yeah . _*IRI:los@s:spa U_F_Os ? _*JAM:how you call those ? _*JAM:then I became a Hare_Krishna@s:eng&spa part time . _*IRI:mmhm . _*JAM:a part time Hare_Krishna@s:eng&spa . _,1,0,0,1,0,0,0,0,0,0,0,yeah how you call those los U F Os then I became a Hare Krishna part time mmhm a part time Hare Krishna
669,*IRI:yeah . _*JAM:a part time Hare_Krishna@s:eng&spa . _*IRI:mmhm . _*IRI:mmhm@s:eng . _*JAM:and I (.) went to this um (.) a@s:spa ceremonias@s:spa . _*IRI:xxx +/. _,0,0,0,1,0,0,0,0,0,0,0,yeah a part time Hare Krishna mmhm mmhm and I went to this um a ceremonias
670,*IRI:el@s:spa [/] el@s:spa xxx . _*JAM:+< [- spa] en la mañana xxx . _*IRI:xxx +/. _*IRI:oh@s:eng&spa it was so [///] I +//. _*IRI:lo@s:spa que@s:spa a@s:spa mí@s:spa me@s:spa gustaba@s:spa de@s:spa Coconut_Grove@s:eng&spa es@s:spa que@s:spa ahí@s:spa está@s:spa el@s:spa templo@s:spa Hare_Krishna@s:eng&spa . _*IRI:[- spa] y ahí ellos [///] antes se pasaban así &tan &tan &tan &tan &tan &tan &tan &tan &tan &tan . _,1,0,0,0,0,0,0,0,0,1,0,el el en la mañana oh it was so I lo que a mí me gustaba de Coconut Grove es que ahí está el templo Hare Krishna y ahí ellos antes se pasaban así tan tan tan tan tan tan tan tan tan tan
671,*IRI:+< [- spa] la procesión . _*JAM:+< [- spa] cantando eso [/] eso [/] eso [/] ellos [///] ellos cantan +/. _*IRI:aha@s:eng&spa . _*JAM:y@s:spa para@s:spa coger@s:spa donaciones@s:spa se@s:spa llama@s:spa prasha@s:eng&spa . _*IRI:aha@s:eng&spa . _,0,0,0,1,0,0,0,0,0,0,0,la procesión cantando eso eso eso ellos ellos cantan aha y para coger donaciones se llama prasha aha
672,*JAM:[- spa] y es para &rega [/] para coger comida gratis . _*IRI:aha@s:eng&spa . _*JAM:para@s:spa que@s:spa la@s:spa gente@s:spa que@s:spa tiene@s:spa hambre@s:spa coma@s:spa y@s:spa aprenda@s:spa el@s:spa Bhagavad_Gita@s:eng&spa . _*JAM:it's like marketing . _*IRI:[- spa] sí . _,1,0,0,0,0,0,0,0,0,1,0,y es para rega para coger comida gratis aha para que la gente que tiene hambre coma y aprenda el Bhagavad Gita it's like marketing sí
673,*IRI:mmhm . _*JAM:[- spa] y darle comida a los demás . _*IRI:[- spa] sí . _*JAM:so they sing and they get free food from the market people xxx +//. _*IRI:+< mmhm . _,1,0,0,0,0,0,0,0,0,0,0,mmhm y darle comida a los demás sí so they sing and they get free food from the market people mmhm
674,*JAM:they prepare the food . _*JAM:they [/] they give away (.) food . _*JAM:I don't know . _*IRI:+< eh@s:eng&spa es@s:spa como@s:spa una@s:spa misión@s:spa ? _*IRI:[- spa] es misión ? _,1,0,0,0,0,0,0,0,0,0,0,they prepare the food they they give away food I don't know eh es como una misión es misión
675,*JAM:+< but you need to first listen the Bhagavad_Gita@s:eng&spa . _*IRI:[- spa] es misión ? _*IRI:[- spa] <eso &n no> [/] eso no es cristiano . _*JAM:+< &=laugh . _*JAM:so if you're hungry you can become a Hare_Krishna@s:eng&spa . _,1,0,0,0,0,0,0,0,0,0,0,but you need to first listen the Bhagavad Gita es misión eso n no eso no es cristiano so if you're hungry you can become a Hare Krishna
676,*IRI:+< [- spa] no no no porque eso no se supone que sea así . _*JAM:it's a good way to I don't know (.) give someone a [/] &b (.) a bowl of soup and (.) some I don't know comfort for the soul . _*JAM:+< it's [/] it's [/] it's [/] it's marketing . _*IRI:[- spa] lo que [///] mi entendimiento de las misiones católicas . _*IRI:en@s:spa eh@s:eng&spa le@s:spa daban@s:spa comida@s:spa . _,1,0,0,0,0,0,0,0,0,0,0,no no no porque eso no se supone que sea así it's a good way to I don't know give someone a b a bowl of soup and some I don't know comfort for the soul it's it's it's it's marketing lo que mi entendimiento de las misiones católicas en eh le daban comida
677,*JAM:but a couple of (.) centuries ago &j you do not want to hear about Jesus_Christ so you are going to lose your head . _*IRI:+< ++ you're more than welcome . _*JAM:and if you want to hear about er Jesus_Christ that's fine . _*IRI:<we have come> [/] we have come a long way (.) por@s:spa lo@s:spa menos@s:spa . _*JAM:yeah but xxx we were counting . _*JAM:like [?] Hare_Krishna@s:eng&spa . _,1,0,0,0,0,0,0,0,0,0,0,but a couple of centuries ago j you do not want to hear about Jesus Christ so you are going to lose your head you're more than welcome and if you want to hear about er Jesus Christ that's fine we have come we have come a long way por lo menos yeah but we were counting like Hare Krishna
678,*IRI:Hare_Krishna@s:eng&spa sí@s:spa . _*JAM:like [?] Hare_Krishna@s:eng&spa . _*JAM:yeah but xxx we were counting . _*IRI:+< [- spa] qué significa eso ? _*JAM:es@s:spa una@s:spa forma@s:spa de@s:spa bendecir@s:spa al@s:spa señor@s:spa Krishna@s:eng&spa . _,1,0,0,0,0,0,0,0,0,1,0,Hare Krishna sí like Hare Krishna yeah but we were counting qué significa eso es una forma de bendecir al señor Krishna
679,*JAM:+< hmm . _*IRI:[- spa] <los monses hacías> [//] los monjes hacían eso . _*IRI:hacían@s:spa los@s:spa vespers@s:eng&spa cada@s:spa +... _*JAM:[- spa] sí . _,0,0,0,1,0,0,1,0,0,0,0,hmm los monses hacías los monjes hacían eso hacían los vespers cada sí
680,*JAM:[- spa] sí . _*JAM:hmm . _*JAM:+< hmm . _*JAM:[- spa] sí . _*JAM:estuve@s:spa en@s:spa otro@s:spa grupo@s:spa que@s:spa llamaban@s:spa Madame_Blavatsky_H_P_B@s:eng&spa . _,0,0,0,0,0,0,1,0,0,1,0,sí hmm hmm sí estuve en otro grupo que llamaban Madame Blavatsky H P B
681,*JAM:[- spa] y estuve muy poco tiempo ahí porque yo visitaba mucho y no me gustaba y me iba . _*JAM:[- spa] que era un poco extraño . _*JAM:eh@s:spa Rosacrucismo@s:spa . _*IRI:mmhm . _*JAM:[- spa] cómo le dicen en inglés ? _,0,0,0,0,0,0,1,0,0,0,0,y estuve muy poco tiempo ahí porque yo visitaba mucho y no me gustaba y me iba que era un poco extraño eh Rosacrucismo mmhm cómo le dicen en inglés
682,*JAM:[- spa] el de este negrito que tiene el [/] el lleno de pelo grande que hace &m &tru &m magia . _*JAM:[- spa] en el [///] cómo se llama este ? _*IRI:aha@s:eng&spa . _*JAM:[- spa] cómo se llama ? _*JAM:mm +... _*JAM:Satia_Saibaba@s:eng&spa . _,0,0,0,0,0,0,1,0,0,1,0,el de este negrito que tiene el el lleno de pelo grande que hace m tru m magia en el cómo se llama este aha cómo se llama mm Satia Saibaba
683,"*IRI:[- spa] un rebelde sin causa . _*JAM:and I just (.) told +/. _*JAM:and I became a rebel . _*JAM:+"" it's [?] o_k@s:eng&spa I'm just tired of (.) looking for you . _*JAM:+"" and I got nothing . _*JAM:+"" I feel nothing . _",1,0,0,0,1,0,0,0,0,0,0,un rebelde sin causa and I just told and I became a rebel it's ok I'm just tired of looking for you and I got nothing I feel nothing
684,*JAM:then I became a atheist and then agnostic and plenty of stuff . _*JAM:xxx um <I don't know> [?] . _*IRI:mmhm . _*IRI:+< [- spa] protestante . _*JAM:yeah protestante@s:spa . _,0,0,0,1,0,0,0,0,0,0,0,then I became a atheist and then agnostic and plenty of stuff um I don't know mmhm protestante yeah protestante
685,*IRI:[- spa] no no no un besito . _*IRI:+< [- spa] un besito . _*JAM:and er I don't know I'm just trying to be a good (.) man . _*IRI:[- spa] ay ! _*IRI:o_k@s:eng&spa un@s:eng&spa besito@s:eng&spa en@s:spa la@s:spa &=kiss . _,1,0,0,0,0,1,1,1,0,0,0,no no no un besito un besito and er I don't know I'm just trying to be a good man ay ok un besito en la
686,*IRI:xxx ? _*IRI:xxx ravers ? _*IRI:a@s:spa hacer@s:spa un@s:spa apostolado@s:spa de@s:spa los@s:spa the ravers [?] . _*IRI:[- spa] es es lo [/] lo [/] la [/] la [/] la gente joven que le gusta la música electrónica . _*JAM:rave music ? _*IRI:[- spa] sí . _,1,0,0,1,0,0,0,0,0,0,0,ravers a hacer un apostolado de los the ravers es es lo lo la la la gente joven que le gusta la música electrónica rave music sí
687,*IRI:[- spa] sí techno@s:eng&spa . _*JAM:[- spa] música electrónica ? _*IRI:[- spa] este +//. _*IRI:[- spa] bueno no importa que no te guste . _,0,0,0,1,0,0,0,0,0,0,0,sí techno música electrónica este bueno no importa que no te guste
688,*IRI:[- spa] pero como a mí me gusta +//. _*IRI:[- spa] bueno no importa que no te guste . _*JAM:+< so like techno@s:eng&spa music ? _*IRI:[- spa] me encanta me +/. _*JAM:+< isn't that the one that people use to get stoned or get high with these ecstasies ? _,1,0,0,0,0,0,0,0,0,0,0,pero como a mí me gusta bueno no importa que no te guste so like techno music me encanta me isn't that the one that people use to get stoned or get high with these ecstasies
689,*IRI:[- spa] &an yo probé éxtasis a los veintiuno . _*IRI:[- spa] pero es que yo [///] a mi me gustaba +//. _*IRI:+< [- spa] a los +/. _*JAM:+< I just smoked marijuana@s:eng&spa for a couple of years . _*IRI:+< [- spa] a los dieciséis +/. _,1,0,0,1,0,0,0,0,0,0,0,an yo probé éxtasis a los veintiuno pero es que yo a mi me gustaba a los I just smoked marijuana for a couple of years a los dieciséis
690,*JAM:but you know what ? _*JAM:marijuana@s:eng&spa just . _*JAM:+< just minor stuff . _*JAM:I [/] I want to try sooner or later in my life at least once L_S_D@s:eng&spa . _*IRI:[- spa] uy ! _*JAM:at least once . _,0,0,0,0,0,0,0,1,0,0,1,but you know what I I want to try sooner or later in my life at least once LSD uy at least once
691,*IRI:bueno@s:spa es@s:spa que@s:spa como@s:spa yo@s:spa tengo@s:spa mis@s:spa issues . _*IRI:[- spa] <no te> [/] no te lo xxx +//. _*JAM:at least once . _*IRI:yo@s:spa traté@s:spa algo@s:spa que@s:spa era@s:spa similar@s:spa era@s:spa L_S_A@s:eng&spa . _*IRI:[- spa] <era unas> [/] era unas semillas . _,0,0,0,1,0,0,0,0,0,1,0,bueno es que como yo tengo mis issues yo traté algo que era similar era LSA era unas era unas semillas
692,*IRI:se@s:spa llamaban@s:spa Hawaiian_Baby_Woodrose@s:eng&spa . _*IRI:[- spa] <era unas> [/] era unas semillas . _*IRI:[- spa] se supone que eran con cinco semillas . _*JAM:<it was> [?] something natural ? _*IRI:[- spa] sí . _,1,0,0,0,0,0,0,0,0,1,0,se llamaban Hawaiian Baby Woodrose era unas era unas semillas se supone que eran con cinco semillas it was something natural sí
693,*IRI:[- spa] se supone que eran con cinco semillas . _*IRI:[- spa] y yo hice un té . _*JAM:so then it's not L_S_D@s:eng&spa . _*JAM:L_S_D@s:eng&spa is totally a chemical (.) stuff . _*IRI:+< no@s:spa <esto@s:spa es@s:spa> [/] <esto@s:spa es@s:spa> [/] esto@s:spa es@s:spa L_S_A@s:eng&spa . _,1,0,0,0,0,0,0,0,0,1,0,se supone que eran con cinco semillas y yo hice un té so then it's not LSD LSD is totally a chemical stuff no esto es esto es esto es LSA
694,*IRI:+< [- spa] sí sí no es [/] es similar . _*JAM:well &el L_S_D@s:eng&spa [/] L_S_D@s:eng&spa is [/] is [/] is [/] er is made xxx in a lab . _*JAM:+< that has nothing to +//. _*IRI:[- spa] no . _*IRI:[- spa] yo he leído todo esto . _,1,0,0,0,0,0,1,1,0,0,0,sí sí no es es similar well el LSD LSD is is is er is made in a lab that has nothing to no yo he leído todo esto
695,*IRI:yes ! _*IRI:+< yes . _*JAM:so it's some sort of seed that cause the same effect like L_S_D@s:eng&spa or something like that ? _*IRI:+< no@s:spa no@s:spa no@s:spa no@s:spa es@s:spa una@s:spa semilla@s:spa se@s:spa llama@s:spa Hawaii@s:eng&spa +/. _*JAM:+< I might try something natural maybe . _*IRI:[- spa] lo que [/] lo que pa(sa) [/] lo que pasó fue . _,1,0,0,0,0,0,0,0,0,1,0,yes yes so it's some sort of seed that cause the same effect like LSD or something like that no no no no es una semilla se llama Hawaii I might try something natural maybe lo que lo que pasa lo que pasó fue
696,*JAM:still +//. _*JAM:but you know what ? _*JAM:I know about &j your experience . _*JAM:like (..) without (.) I don't know (.) intereses@s:spa o@s:spa intensidades@s:spa o@s:spa +... _*IRI:+< mmhm . _*JAM:sometimes just being an adult is a little boring . _,1,0,0,1,0,0,1,0,0,0,0,still but you know what I know about your experience like without I don't know intereses o intensidades o mmhm sometimes just being an adult is a little boring
697,"*JAM:+< and I &s experienced nothing wrong about that and (.) nothing . _*IRI:[- spa] pero es que +/. _*JAM:um +... _*JAM:so lo@s:spa que@s:spa te@s:spa estoy@s:spa diciendo@s:spa es@s:spa que@s:spa cuando@s:spa yo@s:spa fumé@s:spa marijuana@s:eng&spa +//. _*JAM:+, yo sentí cosas que no sentí jamás de otra forma . _",1,0,0,0,0,0,1,0,0,0,0,and I s experienced nothing wrong about that and nothing pero es que um so lo que te estoy diciendo es que cuando yo fumé marijuana yo sentí cosas que no sentí jamás de otra forma
698,*IRI:+< mmhm . _*JAM:but what marijuana@s:eng&spa [/] marijuana@s:eng&spa made me feel (.) nothing else would have made me feel . _*JAM:different things . _*JAM:+< and I (..) yo@s:spa no@s:spa me@s:spa arrepiento@s:spa de@s:spa haber@s:spa fumado@s:spa marijuana@s:eng&spa . _*JAM:and it's just marijuana@s:eng&spa for a couple of years . _*IRI:mmhm . _,1,0,0,1,0,0,0,0,0,0,0,mmhm but what marijuana marijuana made me feel nothing else would have made me feel different things and I yo no me arrepiento de haber fumado marijuana and it's just marijuana for a couple of years mmhm
699,*IRI:+< ++ just like that . _*JAM:but still I know that (..) there (.) are &w some ways to feel things (.) in life (..) that &m just (.) flat (.) main basic emotions are not going to make you feel . _*JAM:and I stopped doing it . _*JAM:yeah the Holy_Spirit is nice <but er> [/] (.) but er ah@s:eng&spa +... _*IRI:+< [- spa] no ese es el espírtu santo . _*JAM:no I have never felt &ts &s (.) nothing close to the espíritu@s:spa santo@s:spa xxx never +/. _,1,0,0,1,0,0,1,0,0,0,0,just like that but still I know that there are w some ways to feel things in life that m just flat main basic emotions are not going to make you feel and I stopped doing it yeah the Holy Spirit is nice but er but er ah no ese es el espírtu santo no I have never felt ts s nothing close to the espíritu santo never
700,*IRI:[- spa] sí pero +/. _*JAM:+< I [/] I was not raised to have faith . _*IRI:because +/. _*IRI:+< [- spa] mira <tú &ne> [/] <tú necesitas cate(cismo)> [//] <tú necesitas un cate(cismo)> [//] tú necesitas catecismo +/. _*JAM:+< I'm still a very nice person and I [/] I +/. _*JAM:but you know what ? _,1,0,0,0,0,1,0,0,0,0,0,sí pero I I was not raised to have faith because mira tú ne tú necesitas catecismo tú necesitas un catecismo tú necesitas catecismo I'm still a very nice person and I I but you know what
701,"*IRI:yeah . _*JAM:so I'm a good citizen . _*JAM:+< I [/] I always have been useful . _*IRI:xxx +/. _*IRI:+< [- spa] <sí pero> [/] sí pero imagínate <si tú> [//] <si tuvie(ras)> [/] si tú tuvieras fé . _*JAM:+< xxx . _*IRI:[- spa] con la buena persona que tú eres xxx tienes que pedir a Dios +""/. _",1,0,0,0,0,1,0,0,0,0,0,yeah so I'm a good citizen I I always have been useful sí pero sí pero imagínate si tú si tuvieras si tú tuvieras fé con la buena persona que tú eres tienes que pedir a Dios
702,*JAM:[- spa] bueno lo que te estaba diciendo era lo siguiente este +... _*IRI:+< [- spa] xxx uno . _*JAM:[- spa] pero un día de estos me gustaría probar algo una sola vez . _*IRI:mmhm . _*JAM:just give a try once . _,0,0,0,0,1,0,1,0,0,0,0,bueno lo que te estaba diciendo era lo siguiente este uno pero un día de estos me gustaría probar algo una sola vez mmhm just give a try once
703,*IRI:+< yeah yeah . _*JAM:and I [/] I have heard that L_S_D can make you feel like that . _*JAM:something ! _*IRI:+< [- spa] no bueno es [/] es que +/. _*JAM:+< and then keep on [?] with my life . _*IRI:[- spa] es que tú sabes que yo tuve tan mala esperiencia +//. _,1,0,0,0,0,0,0,0,0,0,0,yeah yeah and I I have heard that LSD can make you feel like that something no bueno es es que and then keep on with my life es que tú sabes que yo tuve tan mala esperiencia
704,*IRI:[- spa] pero lo [/] lo +/. _*IRI:[- spa] sí . _*JAM:[- spa] pero tal vez no lo haga nunca tal vez . _*JAM:I [/] I might never do it but +... _*IRI:[- spa] déjame [/] déjame hablar . _,1,0,0,0,1,0,0,0,0,0,0,pero lo lo sí pero tal vez no lo haga nunca tal vez I I might never do it but déjame déjame hablar
705,*IRI:[- spa] tú haces un té con cinco cinco semillas . _*IRI:[- spa] lo que pasó fue que la primera vez que lo hice [///] hice los cinco [///] nada más es cinco . _*IRI:[- spa] cinco semillas . _*IRI:you grind them . _*JAM:+< o_k@s:eng&spa [?] . _,1,0,0,0,0,0,0,0,0,0,0,tú haces un té con cinco cinco semillas lo que pasó fue que la primera vez que lo hice hice los cinco nada más es cinco cinco semillas you grind them ok
706,*IRI:[- spa] cinco semillas . _*JAM:+< [- spa] cinco qué ? _*IRI:[- spa] las semillas esas Hawaiian_Baby_Woodrose@s:eng&spa . _*IRI:you grind them . _aut:you.PRON.SUB.SP grind.V.SP.PRES them.PRON.OBJ.Paut:you.PRON.SUB.SP grind.V.SP.PRES them.PRON.OBJ.P,0,0,0,0,0,0,0,0,0,1,0,cinco semillas cinco qué las semillas esas Hawaiian Baby Woodrose
707,"*MAR:and she shut them ! _*MAR:<not to> [/] not to Paul@s:eng&spa Mackey@s:eng&spa ! _*MAR:+"" how dare he speak to her that way . _*MAR:ah@s:eng&spa &=noise &=pants . _*MAR:[- spa] &=bang ay coño ! _*MAR:ah@s:eng&spa &=coughs &=sniffs . _",1,0,0,0,1,0,0,1,0,0,1,and she shut them not to not to Paul Mackey how dare he speak to her that way ah ay coño Ah
708,*OSE:www .*MAR:uhhuh . _*OSE:+< www .*MAR:hey@s:eng&spa [=! surprise] . _*MAR:ay@s:eng&spa ugh@s:eng&spa ugh@s:eng&spa &=noise . _*MAR:[- spa] a ver qué es to esta (.) &=sighs qué es to esta mierda que me mandaron esta gente ! _*OSE:www .,1,0,0,0,0,0,1,1,0,0,1,uhhuh hey ay ugh ugh a ver qué es to esta qué es to esta mierda que me mandaron esta gente
709,*MAR:ay@s:eng&spa ugh@s:eng&spa ugh@s:eng&spa &=noise . _*MAR:ok@s:eng&spa [=! sighs] . _*MAR:have fun ! _*MAR:no@s:eng&spa I brought some lunch thank you . _*OSE:+< www .*MAR:&=tapping_noises . _*MAR:[- spa] ay dios mío (.) &=noise qué es to esta mierda . _,1,0,0,0,0,0,1,1,0,0,1,have fun no I brought some lunch thank you ay dios mío qué es to esta mierda
710,*MAR:+< I want to make sure [=! whines] ! _*OSE:www .*MAR:I mean I'm sorry er@s:eng&spa cauliflower or broccoli or any of that . _*OSE:www .*MAR:ay@s:eng&spa [/] ay@s:eng&spa [/] (a)y@s:eng&spa [/] (a)y@s:eng&spa [/] (a)y@s:eng&spa [=! yells] Palm@s:eng&spa MacDonalds@s:eng&spa . _*OSE:www .*MAR:Clau(dia) [/] Claudia . _,0,0,0,0,0,0,1,1,0,1,1,I want to make sure I mean I'm sorry er cauliflower or broccoli or any of that ay ay ay ay ay Palm Mac Donalds Claudia Claudia
711,*MAR:+< fine [=! whisper] . _*OSE:+< www .*MAR:+< you +/. _*OSE:www .*MAR:I do in there <en@s:spa el@s:spa> [/] en@s:spa el@s:spa plastiquito@s:spa . _*MAR:let me get some water . _*MAR:I'm gonna sit there and have lunch with you . _,1,0,0,1,1,0,0,0,0,0,0,fine you I do in there en el en el plastiquito let me get some water I'm gonna sit there and have lunch with you
712,*MAR:[- spa] a ver . _*OSE:www .*MAR:I'm gonna sit there and have lunch with you . _*MAR:+< oh@s:eng&spa she can't open +/. _*OSE:+< www .*MAR:++ a new bumper . _*OSE:www .,0,0,0,0,0,0,1,0,0,0,0,a ver I'm gonna sit there and have lunch with you oh she can't open a new bumper
713,*OSE:www .*MAR:++ a new bumper . _*OSE:+< www .*MAR:+< oh@s:eng&spa she can't open +/. _*MAR:[- spa] quieres probar un poquitico [=! handles_kitchenware] ? _*OSE:+< www .*OSE:www .*MAR:ay@s:eng&spa mija@s:spa [?] me@s:spa traje@s:spa un@s:spa platico@s:spa [=! opens_a_food_container] . _,1,0,0,0,0,1,0,0,0,0,0,a new bumper oh she can't open quieres probar un poquitico ay mija me traje un platico
714,*MAR:+< [- spa] mira . _*OSE:www .*MAR:ok@s:eng&spa [=! whispers] . _*OSE:www .*MAR:they went to lunch &=noises aw@s:eng&spa . _*MAR:[- spa] ay coño [=! whisper] . _,1,0,0,0,0,0,1,0,0,0,1,mira ok they went to lunch aw ay coño
715,*OSE:www .*MAR:+< [- spa] mira . _*OSE:www .*MAR:[- spa] ay coño [=! whisper] . _*MAR:tienes@s:spa paper towel por@s:spa casualidad@s:spa ? _,0,0,0,1,0,0,0,0,0,0,0,tienes paper towel por casualidad
716,*MAR:[- spa] quieres huevo duro [=! handles_kitchenware] ? _*MAR:we have too many eggs [=! handles_kitchenware] . _*OSE:www .*MAR:oh@s:eng&spa thank you [=! handles_kitchenware] . _*OSE:www .*MAR:[- spa] te están llamando a la hora del almuerzo . _,1,0,0,0,0,0,0,0,0,0,1,quieres huevo duro we have too many eggs oh thank you te están llamando a la hora del almuerzo
717,*MAR:[- spa] se creen . _*MAR:[- spa] te están llamando a la hora del almuerzo . _*MAR:tsk@s:eng&spa . _*MAR:&=phone_rings <I'm coming> [//] <here I come> [/] here I come [?] . _*MAR:[- spa] mi marido . _,1,0,0,0,0,0,1,0,0,0,0,se creen tsk I'm coming here I come here I come mi marido
718,*MAR:<it's on eighth> [/] <it's on eighth> [/] (.) it's on eighth and like between Le@s:eng&spa Jeune@s:eng&spa and thirty-seventh . _*MAR:what's their [?] +/. _*MAR:tsk@s:eng&spa Coral@s:eng&spa Gables@s:eng&spa . _*MAR:&=coughs . _*MAR:ok@s:eng&spa bye . _*MAR:[- spa] sírvete . _,1,0,0,0,0,1,0,0,0,0,0,it's on eighth it's on eighth it's on eighth and like between Le Jeune and thirty-seventh what's their tsk Coral Gables ok bye sírvete
719,*MAR:[- spa] no siga yendo tanto [=! eats] . _*MAR:actually I need to find out what he's doing [=! eats] . _*OSE:www .*MAR:he's probably Robert@s:eng&spa Howitt@s:eng&spa [=! eats] . _*OSE:www .*MAR:right [=! eats] . _*OSE:www .,1,0,0,0,0,0,0,0,0,0,0,no siga yendo tanto actually I need to find out what he's doing he's probably Robert Howitt right
